name,product_title,product_url,current_price,original_price,currency,rating,is_sponsored
B0D4D2VKBV,"LBRO2M 100% Cotton 1200 Thread Count King Size Sheets Set Deep Pocket Up to16 inches, Bed Sheet 4 Piece (White, King)",no product url,11231.62,2807.69,INR,4.6,False
B08K9DCD8B,"Threadmill Luxury 100% Cotton King Size Sheets Set- 800 Thread Count Jacquard Celine Hotel White, Better Than Egyptian Cotton,4 Pc Striped Bed Set, Damask Bed Sheets with 16"" Deep Pocket",no product url,8640.84,8640.84,INR,4.4,False
B09C41YS63,"LANE LINEN 600 TC 100% Cotton White Sheets Set Full Size, Fully Elasticized Cotton Hotel Style Thick Full Bedsheets, Soft Silky Sateen Weave for Luxurious Sleep, Machine Wash - White Full Sheet Set",no product url,3041.01,760.47,INR,4.4,False
B086ZK4LLF,"Amazon Basics Soft Microfiber 4-Piece Bed Sheet Set with Elastic Side Pockets, Full, Black Grid, Geometric",no product url,1304.03,325.79,INR,4.6,False
B073P1FN3R,"Threadmill 100% Cotton Sheets for Queen Size Bed - 600 Thread Count Queen Bed Sheets Set with 16” Deep Pocket - Sateen Weave 4-Piece Bedding Set with Cooling Effect, White",no product url,5616.24,5616.24,INR,4.5,False
B0CSVHM1BN,"LBRO2M 100% Egyptian Cotton Sheets Set 1000 Thread Count,Queen Size Bed Sheet 4 Piece Sets,Long Staple,16 Inches Deep Pocket,All Season,Bedding Super Soft Breathable,Sateen Weave(White)",no product url,6895.21,1724.02,INR,4.4,False
B0DTTP4H5T,"Casa Platino 100% Cotton Sheets Full Size Set - 6 Pieces (1 Flat, 1 Fitted, 4 Pillowcases) - Soft & Breathable Percale Weave - Durable & Cooling Bed Sheets with Deep Pockets - Full Sheet Set - Grey",no product url,2570.04,428.63,INR,4.2,False
B076V682Y8,"Comfort Spaces 100% Cotton Sheets Twin, Breathable, Naturally Cool Cotton Sheets, Soft Cotton Bed Sheets with 14"" Elastic Pocket Fits up to 16"" Mattress, All Seasons Sheet Set, Diamond Blue 3 Piece",no product url,1866.61,622.2,INR,4.2,False
B08YGXFWXG,"Laura Ashley - Queen Bed Sheets, Smooth & Silky Sateen Cotton Bedding with Matching Pillowcases, Deep Pocket, Oeko-Tex Certified (Ramona Blue)",no product url,5098.6,5098.6,INR,4.4,False
B00V3PKNBW,"Tribeca Living Queen Bed Sheet Set, Crisp and Smooth Cotton Percale Solid Sheets and Pillowcase Set, Extra Deep Pocket, 300 Thread Count, 4-Piece Luxury Bedding, Grey",no product url,4665.65,1166.63,INR,4.0,False
B07X7YTH6C,"JSD Boho Floral Printed Sheet Set Queen Size 4 Piece, Soft Botanical Pattern Microfiber Sheets Extra Deep Pocket",no product url,2159.56,2159.56,INR,4.6,False
B0BX47SB95,"Whitney Home Textile Twin Size Sheet Set - Luxury Soft Comfy Bed Sheets, Breathable Cooling Hotel Bedding for Women, Men, Teens, Extra Deep Pocket, Easy-Fit, Oeko-Tex, Wrinkle Free 3 Piece - Grey",no product url,1017.99,339.62,INR,4.4,False
B00XK9CYVG,Utopia Bedding Twin Fitted Sheet - Bottom Sheet - Deep Pocket - Soft Microfiber - Shrinkage and Fade Resistant - Easy Care -1 Fitted Sheet Only (Grey),no product url,0.0,0.0,,4.6,False
B0BP4SNVKG,"BELADOR Silky Soft Sheet Set - Luxury 6 Piece Bed Sheets for Queen Size Bed, Secure-Fit Deep Pocket Sheets with Elastic, Breathable Hotel Sheets & Pillowcase Set, Wrinkle Free Oeko-Tex Sheets",no product url,1900.31,1900.31,INR,4.6,False
B09T5RP7GS,"YOUR MOON Summer Lightweight Wool Comforter - Breathable & Thin Duvet Insert for Hot Sleepers, 100% Australian Wool Filling 100gsm with Pure Cotton Shell-Queen Size (White)",no product url,7431.0,7431.0,INR,4.5,False
B0BG35XTTK,"Satwip Weighted Blanket Queen Size 15lbs Fuzzy Warm Flannel Throw Blanket with Soft Breathable Sanded, 60 x 80 inches, Red Pink",no product url,4319.99,4319.99,INR,4.6,False
B0CR5H1GZB,"Mushroom Throw Blanket | Mushroom Gifts for Women and Men | Lightweight Fleece Home Decor for Living and Bed Room, 50×60 Inches, Machine Washable, No-Pilling",no product url,2159.56,2159.56,INR,4.5,False
B0F9PMKY6V,"Hypoallergenic Cotton Cover with Soft Down Alternative Pillow, Standard/Queen Size, Luxury Hotel Quality, Ideal for Side, Back and Stomach Sleepers, Oeko-TEX Certified",no product url,2850.9,2850.9,INR,4.6,False
B0CQN3VVQ3,"PERFEMET Pink Green Girls Twin Comforter Set, 6 Pieces Colorful Rainbow Kids Bedding Sets, Tie Dye Ombre Glitter Bed in A Bag Comforter Set with Sheets",no product url,4319.99,4319.99,INR,4.7,False
